index,paths,label,bbox,width,height,dataset
2036,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_IIYAMAXU_SMG955U_S1_id48_s1_90.png,0,"[{'id': 0, 'bbox': (170, 241, 698, 698), 'score': [0.8842323422431946], 'center': (519, 590)}]",977,977,LCC_FASD
1903,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1535.png,0,"[{'id': 0, 'bbox': (105, 161, 350, 350), 'score': [0.8951264023780823], 'center': (280, 336)}]",551,551,LCC_FASD
1948,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_X014D_id9_s0_135.png,0,"[{'id': 0, 'bbox': (52, 78, 210, 210), 'score': [0.924702525138855], 'center': (157, 183)}]",330,330,LCC_FASD
203,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id116_s0_75.png,1,"[{'id': 0, 'bbox': (49, 72, 200, 200), 'score': [0.9199302196502686], 'center': (149, 172)}]",303,303,LCC_FASD
553,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE6SF_id12_s1_120.png,0,"[{'id': 0, 'bbox': (103, 118, 290, 290), 'score': [0.9095353484153748], 'center': (248, 263)}]",471,471,LCC_FASD
2026,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_IIYAMAXU_SMG955U_S1_id48_s0_90.png,0,"[{'id': 0, 'bbox': (124, 197, 576, 576), 'score': [0.9040122628211975], 'center': (412, 485)}]",817,817,LCC_FASD
127,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/IPHONE8B_id9_s2_90.png,1,"[{'id': 0, 'bbox': (140, 164, 463, 463), 'score': [0.9495375752449036], 'center': (371, 395)}]",720,720,LCC_FASD
240,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id117_s0_75.png,1,"[{'id': 0, 'bbox': (70, 138, 454, 454), 'score': [0.8826727867126465], 'center': (297, 365)}]",587,587,LCC_FASD
1589,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1220.png,0,"[{'id': 0, 'bbox': (161, 222, 515, 515), 'score': [0.9073546528816223], 'center': (418, 479)}]",839,839,LCC_FASD
648,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id12_s1_30.png,0,"[{'id': 0, 'bbox': (158, 177, 493, 493), 'score': [0.912117600440979], 'center': (404, 423)}]",772,772,LCC_FASD
2815,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_I2369VM_HONOR7X_id48_s1_15.png,0,"[{'id': 0, 'bbox': (92, 108, 309, 309), 'score': [0.9100622534751892], 'center': (246, 262)}]",471,471,LCC_FASD
1817,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1448.png,0,"[{'id': 0, 'bbox': (28, 45, 110, 110), 'score': [0.8890206813812256], 'center': (83, 100)}]",171,171,LCC_FASD
159,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/UNKNOWN_id152_s0_105.png,1,"[{'id': 0, 'bbox': (81, 95, 264, 264), 'score': [0.9097735285758972], 'center': (213, 227)}]",399,399,LCC_FASD
336,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id39_s1_15.png,1,"[{'id': 0, 'bbox': (106, 122, 352, 352), 'score': [0.9428279399871826], 'center': (282, 298)}]",561,561,LCC_FASD
723,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7F_id12_s0_105.png,0,"[{'id': 0, 'bbox': (161, 175, 401, 401), 'score': [0.9198185205459595], 'center': (361, 375)}]",708,708,LCC_FASD
791,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE8F_id0_s1_105.png,0,"[{'id': 0, 'bbox': (76, 149, 377, 377), 'score': [0.8495839238166809], 'center': (264, 337)}]",517,517,LCC_FASD
1599,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1230.png,0,"[{'id': 0, 'bbox': (238, 132, 370, 370), 'score': [0.8452816605567932], 'center': (423, 317)}]",677,677,LCC_FASD
802,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE8F_id0_s2_30.png,0,"[{'id': 0, 'bbox': (106, 147, 346, 346), 'score': [0.9091989994049072], 'center': (279, 320)}]",547,547,LCC_FASD
2195,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AA6000_HUAWEIY9_id42_s0_105.png,0,"[{'id': 0, 'bbox': (110, 132, 321, 321), 'score': [0.950412392616272], 'center': (270, 292)}]",542,542,LCC_FASD
446,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE6F_id0_s3_120.png,0,"[{'id': 0, 'bbox': (52, 105, 265, 265), 'score': [0.8271255493164062], 'center': (184, 237)}]",364,364,LCC_FASD
2382,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AUNKNOWN_HUAWEIU22_id43_s0_15.png,0,"[{'id': 0, 'bbox': (83, 125, 289, 289), 'score': [0.9061840176582336], 'center': (227, 269)}]",471,471,LCC_FASD
682,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id9_s0_90.png,0,"[{'id': 0, 'bbox': (103, 153, 449, 449), 'score': [0.9427871704101562], 'center': (327, 377)}]",681,681,LCC_FASD
1441,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1072.png,0,"[{'id': 0, 'bbox': (88, 88, 287, 287), 'score': [0.9130317568778992], 'center': (231, 231)}]",411,411,LCC_FASD
2,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1625.png,0,"[{'id': 0, 'bbox': (49, 93, 305, 305), 'score': [0.8581628799438477], 'center': (201, 245)}]",432,432,LCC_FASD
356,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_I2269VWM_DOOX30_id12_s2_120.png,0,"[{'id': 0, 'bbox': (95, 104, 283, 283), 'score': [0.9200674295425415], 'center': (236, 245)}]",453,453,LCC_FASD
30,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/FT720P_id0_s2_120.png,1,"[{'id': 0, 'bbox': (73, 106, 265, 265), 'score': [0.8995915055274963], 'center': (205, 238)}]",400,400,LCC_FASD
138,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1763.png,0,"[{'id': 0, 'bbox': (66, 99, 282, 282), 'score': [0.9239014983177185], 'center': (207, 240)}]",436,436,LCC_FASD
257,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id119_s1_120.png,1,"[{'id': 0, 'bbox': (101, 128, 317, 317), 'score': [0.9078227281570435], 'center': (259, 286)}]",507,507,LCC_FASD
628,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id0_s3_150.png,0,"[{'id': 0, 'bbox': (110, 197, 432, 432), 'score': [0.815183162689209], 'center': (326, 413)}]",625,625,LCC_FASD
1150,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_SM943N_REDMIN5_id42_s0_60.png,0,"[{'id': 0, 'bbox': (145, 155, 355, 355), 'score': [0.9188616871833801], 'center': (322, 332)}]",613,613,LCC_FASD
270,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id120_s0_177.png,1,"[{'id': 0, 'bbox': (183, 207, 404, 404), 'score': [0.9073869585990906], 'center': (385, 409)}]",651,651,LCC_FASD
2363,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_ASM710N_MEIZUM2MINI_id48_s1_60.png,0,"[{'id': 0, 'bbox': (95, 122, 311, 311), 'score': [0.8517534732818604], 'center': (250, 277)}]",508,508,LCC_FASD
2025,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_SSM20B370_BQ5204_id0_s0_60.png,0,"[{'id': 0, 'bbox': (105, 169, 435, 435), 'score': [0.8801193237304688], 'center': (322, 386)}]",640,640,LCC_FASD
186,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id115_s1_90.png,1,"[{'id': 0, 'bbox': (86, 107, 278, 278), 'score': [0.9314017295837402], 'center': (225, 246)}]",446,446,LCC_FASD
999,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_PBQ5WTS_ZTEBA2_id43_s1_150.png,0,"[{'id': 0, 'bbox': (63, 82, 188, 188), 'score': [0.889069676399231], 'center': (157, 176)}]",299,299,LCC_FASD
2278,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AEME725_HONOR6CP_id39_s1_94.png,0,"[{'id': 0, 'bbox': (79, 85, 239, 239), 'score': [0.9243822693824768], 'center': (198, 204)}]",383,383,LCC_FASD
948,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_P226VLSB00_HONOR4CCHMU01_id48_s1_150.png,0,"[{'id': 0, 'bbox': (112, 141, 394, 394), 'score': [0.7890757918357849], 'center': (309, 338)}]",590,590,LCC_FASD
293,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id122_s0_60.png,1,"[{'id': 0, 'bbox': (138, 171, 458, 458), 'score': [0.9132252931594849], 'center': (367, 400)}]",736,736,LCC_FASD
365,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id48_s0_135.png,1,"[{'id': 0, 'bbox': (86, 120, 319, 319), 'score': [0.929855227470398], 'center': (245, 279)}]",501,501,LCC_FASD
256,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_G780_REDMI4X_id12_s0_90.png,0,"[{'id': 0, 'bbox': (61, 64, 157, 157), 'score': [0.9260588884353638], 'center': (139, 142)}]",269,269,LCC_FASD
338,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id39_s1_30.png,1,"[{'id': 0, 'bbox': (97, 137, 311, 311), 'score': [0.9332786202430725], 'center': (252, 292)}]",493,493,LCC_FASD
307,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id123_s0_90.png,1,"[{'id': 0, 'bbox': (185, 314, 861, 861), 'score': [0.8863801956176758], 'center': (615, 744)}]",1248,1248,LCC_FASD
242,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_G780_REDMI4X_id0_s3_15.png,0,"[{'id': 0, 'bbox': (33, 58, 131, 131), 'score': [0.8627665042877197], 'center': (98, 123)}]",193,193,LCC_FASD
202,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id116_s0_15.png,1,"[{'id': 0, 'bbox': (39, 62, 217, 217), 'score': [0.9047091603279114], 'center': (147, 170)}]",293,293,LCC_FASD
1885,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1517.png,0,"[{'id': 0, 'bbox': (144, 137, 340, 340), 'score': [0.9209901094436646], 'center': (314, 307)}]",581,581,LCC_FASD
1727,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1358.png,0,"[{'id': 0, 'bbox': (61, 104, 247, 247), 'score': [0.9074779152870178], 'center': (184, 227)}]",390,390,LCC_FASD
191,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id115_s2_135.png,1,"[{'id': 0, 'bbox': (73, 104, 266, 266), 'score': [0.9171750545501709], 'center': (206, 237)}]",419,419,LCC_FASD
2002,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_IIYAMAXU_SMG955U_S0_id48_s0_30.png,0,"[{'id': 0, 'bbox': (134, 176, 578, 578), 'score': [0.9021883606910706], 'center': (423, 465)}]",794,794,LCC_FASD
385,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_I2269VWM_DOOX30_id9_s0_45.png,0,"[{'id': 0, 'bbox': (60, 93, 263, 263), 'score': [0.9423119425773621], 'center': (191, 224)}]",401,401,LCC_FASD
940,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_P223V5LSB_LS650_id42_s1_92.png,0,"[{'id': 0, 'bbox': (87, 82, 303, 303), 'score': [0.9264259338378906], 'center': (238, 233)}]",454,454,LCC_FASD
1309,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_TP300LA_SGS7E_id48_s1_126.png,0,"[{'id': 0, 'bbox': (14, 63, 235, 235), 'score': [0.6977002024650574], 'center': (131, 180)}]",295,295,LCC_FASD
2240,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_MBP1314_IPHONE8B_id48_s1_135.png,0,"[{'id': 0, 'bbox': (79, 113, 342, 342), 'score': [0.8697202801704407], 'center': (250, 284)}]",502,502,LCC_FASD
200,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1835.png,0,"[{'id': 0, 'bbox': (87, 147, 276, 275), 'score': [0.893470823764801], 'center': (225, 284)}]",503,503,LCC_FASD
1707,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1338.png,0,"[{'id': 0, 'bbox': (67, 81, 204, 204), 'score': [0.9058299660682678], 'center': (169, 183)}]",331,331,LCC_FASD
459,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE6F_id12_s0_45.png,0,"[{'id': 0, 'bbox': (108, 117, 295, 295), 'score': [0.9190489053726196], 'center': (255, 264)}]",497,497,LCC_FASD
1,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/AGL752VM_id147_s0_135.png,1,"[{'id': 0, 'bbox': (70, 94, 214, 214), 'score': [0.927604615688324], 'center': (177, 201)}]",347,347,LCC_FASD
1778,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1409.png,0,"[{'id': 0, 'bbox': (80, 165, 633, 633), 'score': [0.8503082394599915], 'center': (396, 481)}]",778,778,LCC_FASD
2065,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_SSM20B370_BQ5204_id12_s2_60.png,0,"[{'id': 0, 'bbox': (178, 192, 456, 456), 'score': [0.9250339865684509], 'center': (406, 420)}]",784,784,LCC_FASD
1378,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1008.png,0,"[{'id': 0, 'bbox': (59, 84, 285, 285), 'score': [0.9053494930267334], 'center': (201, 226)}]",400,400,LCC_FASD
2212,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_MBP1314_IPHONE8B_id42_s0_73.png,0,"[{'id': 0, 'bbox': (202, 202, 497, 497), 'score': [0.9317275881767273], 'center': (450, 450)}]",851,851,LCC_FASD
2324,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AEME725_HONOR6CP_id48_s1_139.png,0,"[{'id': 0, 'bbox': (60, 99, 298, 298), 'score': [0.8609022498130798], 'center': (209, 248)}]",432,432,LCC_FASD
11,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/FT720P_id0_s0_120.png,1,"[{'id': 0, 'bbox': (68, 112, 278, 278), 'score': [0.8836118578910828], 'center': (207, 251)}]",409,409,LCC_FASD
2975,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1608.png,0,"[{'id': 0, 'bbox': (102, 183, 543, 543), 'score': [0.846193253993988], 'center': (373, 454)}]",730,730,LCC_FASD
2219,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_MBP1314_IPHONE8B_id43_s0_128.png,0,"[{'id': 0, 'bbox': (121, 177, 472, 472), 'score': [0.9032989144325256], 'center': (357, 413)}]",706,706,LCC_FASD
1260,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_TFT22W90PS_SA5100_id43_s0_135.png,0,"[{'id': 0, 'bbox': (114, 171, 480, 480), 'score': [0.8982229232788086], 'center': (354, 411)}]",707,707,LCC_FASD
326,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id29_s0_45.png,1,"[{'id': 0, 'bbox': (78, 103, 270, 270), 'score': [0.9146460890769958], 'center': (213, 238)}]",427,427,LCC_FASD
619,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id0_s2_45.png,0,"[{'id': 0, 'bbox': (135, 184, 432, 431), 'score': [0.9123690128326416], 'center': (351, 399)}]",681,681,LCC_FASD
624,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id0_s3_120.png,0,"[{'id': 0, 'bbox': (85, 173, 438, 438), 'score': [0.8254407048225403], 'center': (304, 392)}]",604,604,LCC_FASD
369,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id48_s0_45.png,1,"[{'id': 0, 'bbox': (58, 95, 322, 322), 'score': [0.9240115880966187], 'center': (219, 256)}]",441,441,LCC_FASD
1227,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_SSMB2430_SM4AD_id48_s0_45.png,0,"[{'id': 0, 'bbox': (115, 142, 423, 423), 'score': [0.8909515142440796], 'center': (326, 353)}]",642,642,LCC_FASD
70,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1694.png,0,"[{'id': 0, 'bbox': (109, 164, 370, 370), 'score': [0.9014084339141846], 'center': (294, 349)}]",616,616,LCC_FASD
401,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_IIYAMAGB_IPHONE5SB_id5_s0_30.png,0,"[{'id': 0, 'bbox': (180, 154, 468, 468), 'score': [0.9480230808258057], 'center': (414, 388)}]",746,746,LCC_FASD
2248,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_MBP1314_IPHONE8F_id48_s0_105.png,0,"[{'id': 0, 'bbox': (72, 108, 330, 330), 'score': [0.9389233589172363], 'center': (237, 273)}]",466,466,LCC_FASD
2980,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1613.png,0,"[{'id': 0, 'bbox': (64, 56, 157, 157), 'score': [0.9118744134902954], 'center': (142, 134)}]",232,232,LCC_FASD
1473,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1104.png,0,"[{'id': 0, 'bbox': (58, 97, 246, 246), 'score': [0.8527882695198059], 'center': (181, 220)}]",369,369,LCC_FASD
1282,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_TFT22W90PS_SA5100_id48_s1_150.png,0,"[{'id': 0, 'bbox': (86, 121, 349, 349), 'score': [0.795098602771759], 'center': (260, 295)}]",511,511,LCC_FASD
166,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1801.png,0,"[{'id': 0, 'bbox': (92, 163, 438, 438), 'score': [0.8637392520904541], 'center': (311, 382)}]",627,627,LCC_FASD
801,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE8F_id0_s2_15.png,0,"[{'id': 0, 'bbox': (110, 145, 343, 343), 'score': [0.9053762555122375], 'center': (281, 316)}]",546,546,LCC_FASD
1052,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_S198150N_GM5_id48_s0_75.png,0,"[{'id': 0, 'bbox': (68, 126, 508, 508), 'score': [0.7686396241188049], 'center': (322, 380)}]",672,672,LCC_FASD
77,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/FT720P_id12_s2_60.png,1,"[{'id': 0, 'bbox': (99, 109, 301, 301), 'score': [0.9446542263031006], 'center': (249, 259)}]",487,487,LCC_FASD
1389,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1019.png,0,"[{'id': 0, 'bbox': (130, 230, 583, 583), 'score': [0.869762122631073], 'center': (421, 521)}]",833,833,LCC_FASD
1932,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1564.png,0,"[{'id': 0, 'bbox': (34, 46, 131, 131), 'score': [0.7861887216567993], 'center': (99, 111)}]",189,189,LCC_FASD
169,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id115_s0_105.png,1,"[{'id': 0, 'bbox': (86, 100, 268, 268), 'score': [0.9130101203918457], 'center': (220, 234)}]",436,436,LCC_FASD
2645,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_HP15AC113UR_GZS5001_id48_s0_45.png,0,"[{'id': 0, 'bbox': (35, 57, 270, 270), 'score': [0.8711743950843811], 'center': (170, 192)}]",352,352,LCC_FASD
2008,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_IIYAMAXU_SMG955U_S0_id48_s1_122.png,0,"[{'id': 0, 'bbox': (155, 217, 624, 624), 'score': [0.8723830580711365], 'center': (467, 529)}]",909,909,LCC_FASD
2695,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_HP250_MEIZUM3S_id42_s1_75.png,0,"[{'id': 0, 'bbox': (126, 85, 388, 388), 'score': [0.9017041921615601], 'center': (320, 279)}]",553,553,LCC_FASD
1290,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_TP300LA_SGS7E_id43_s0_142.png,0,"[{'id': 0, 'bbox': (91, 136, 348, 348), 'score': [0.8800164461135864], 'center': (265, 310)}]",541,541,LCC_FASD
314,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_I2269VWM_DOOX30_id0_s1_60.png,0,"[{'id': 0, 'bbox': (56, 111, 299, 299), 'score': [0.8654642105102539], 'center': (205, 260)}]",401,401,LCC_FASD
872,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE8F_id9_s0_120.png,0,"[{'id': 0, 'bbox': (81, 121, 362, 362), 'score': [0.9440565705299377], 'center': (262, 302)}]",548,548,LCC_FASD
131,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/MSIGT72_id164_s0_15.png,1,"[{'id': 0, 'bbox': (134, 178, 521, 521), 'score': [0.8540234565734863], 'center': (394, 438)}]",791,791,LCC_FASD
656,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id12_s2_15.png,0,"[{'id': 0, 'bbox': (165, 180, 462, 462), 'score': [0.9302172660827637], 'center': (396, 411)}]",771,771,LCC_FASD
95,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1719.png,0,"[{'id': 0, 'bbox': (65, 84, 224, 224), 'score': [0.8838721513748169], 'center': (177, 196)}]",356,356,LCC_FASD
2369,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_ATMP253MG_XIAOMIMI6_id42_s0_153.png,0,"[{'id': 0, 'bbox': (185, 222, 510, 510), 'score': [0.9338827133178711], 'center': (440, 477)}]",866,866,LCC_FASD
160,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/UNKNOWN_id152_s0_15.png,1,"[{'id': 0, 'bbox': (95, 100, 298, 298), 'score': [0.9356032013893127], 'center': (244, 249)}]",455,455,LCC_FASD
895,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_X014D_id0_s3_106.png,0,"[{'id': 0, 'bbox': (40, 77, 210, 210), 'score': [0.8403201699256897], 'center': (145, 182)}]",285,285,LCC_FASD
1637,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1268.png,0,"[{'id': 0, 'bbox': (117, 128, 450, 450), 'score': [0.9205859899520874], 'center': (342, 353)}]",620,620,LCC_FASD
2235,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_MBP1314_IPHONE8B_id43_s1_60.png,0,"[{'id': 0, 'bbox': (162, 210, 453, 453), 'score': [0.8955634832382202], 'center': (388, 436)}]",747,747,LCC_FASD
87,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/FT720P_id5_s0_75.png,1,"[{'id': 0, 'bbox': (117, 98, 311, 311), 'score': [0.9426860809326172], 'center': (272, 253)}]",488,488,LCC_FASD
2820,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_I2369VM_HONOR7X_id48_s1_75.png,0,"[{'id': 0, 'bbox': (57, 87, 316, 316), 'score': [0.8971794247627258], 'center': (215, 245)}]",400,400,LCC_FASD
2046,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_IIYAMAXU_ZE520KL_id39_s0_16.png,0,"[{'id': 0, 'bbox': (155, 200, 516, 516), 'score': [0.9324395060539246], 'center': (413, 458)}]",824,824,LCC_FASD
2516,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_151.png,0,"[{'id': 0, 'bbox': (82, 164, 497, 497), 'score': [0.9026792049407959], 'center': (330, 412)}]",707,707,LCC_FASD
225,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id116_s2_45.png,1,"[{'id': 0, 'bbox': (72, 99, 239, 239), 'score': [0.8994131684303284], 'center': (191, 218)}]",371,371,LCC_FASD
2227,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_AAR7_IPHONE4S_id43_s0_96.png,0,"[{'id': 0, 'bbox': (178, 272, 627, 627), 'score': [0.8804547190666199], 'center': (491, 585)}]",1020,1020,LCC_FASD
191,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id115_s2_135.png,1,"[{'id': 0, 'bbox': (73, 104, 266, 266), 'score': [0.9171750545501709], 'center': (206, 237)}]",419,419,LCC_FASD
775,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7F_id9_s0_15.png,0,"[{'id': 0, 'bbox': (80, 126, 360, 360), 'score': [0.9392329454421997], 'center': (260, 306)}]",546,546,LCC_FASD
115,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1739.png,0,"[{'id': 0, 'bbox': (97, 141, 375, 375), 'score': [0.8024354577064514], 'center': (284, 328)}]",519,519,LCC_FASD
1455,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/spoof_1086.png,0,"[{'id': 0, 'bbox': (60, 83, 244, 244), 'score': [0.8944916725158691], 'center': (182, 205)}]",374,374,LCC_FASD
189,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/YOUTUBE_id115_s2_120.png,1,"[{'id': 0, 'bbox': (85, 109, 267, 267), 'score': [0.9264333248138428], 'center': (218, 242)}]",428,428,LCC_FASD
1953,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_IIYAMAXU_MOTOMC_S1_id43_s1_30.png,0,"[{'id': 0, 'bbox': (138, 164, 375, 375), 'score': [0.9086623191833496], 'center': (325, 351)}]",613,613,LCC_FASD
42,kaggle_datasets/lcc-fasd/LCC_FASD/real_tst/FT720P_id0_s3_142.png,1,"[{'id': 0, 'bbox': (65, 110, 265, 265), 'score': [0.8367669582366943], 'center': (197, 242)}]",373,373,LCC_FASD
647,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/FT720P_MBP1314_IPHONE7B_id12_s1_150.png,0,"[{'id': 0, 'bbox': (167, 189, 490, 490), 'score': [0.908599317073822], 'center': (412, 434)}]",786,786,LCC_FASD
2261,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_tst/YOUTUBE_MSIGS60_SGJ5_id39_s1_16.png,0,"[{'id': 0, 'bbox': (99, 121, 318, 318), 'score': [0.9354034066200256], 'center': (258, 280)}]",507,507,LCC_FASD
