index,paths,label,bbox,width,height,dataset
1881.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3055.png,0,"[{'id': 0, 'bbox': (71, 131, 383, 383), 'score': [0.9001060724258423], 'center': (262, 322)}]",553,553,LCC_FASD
1051.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4125.png,0,"[{'id': 0, 'bbox': (57, 93, 231, 231), 'score': [0.913375735282898], 'center': (172, 208)}]",355,355,LCC_FASD
161.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/719.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (38, 241, 585, 584), 'score': [0.7810975313186646], 'center': (330, 533)}]",720,1280,liveness-detection-zalo-2022
571.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/835.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (146, 307, 397, 397), 'score': [0.9017987847328186], 'center': (344, 505)}]",720,1280,liveness-detection-zalo-2022
51.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/150.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (158, 419, 466, 466), 'score': [0.8280789852142334], 'center': (391, 652)}]",720,1280,liveness-detection-zalo-2022
2048.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id82_s1_15.png,0,"[{'id': 0, 'bbox': (85, 83, 238, 238), 'score': [0.9316966533660889], 'center': (204, 202)}]",387,387,LCC_FASD
2165.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6052.png,0,"[{'id': 0, 'bbox': (72, 108, 287, 287), 'score': [0.9062995314598083], 'center': (215, 251)}]",435,435,LCC_FASD
790.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_ALUNKNOWN_DOOX5_id47_s0_110.png,0,"[{'id': 0, 'bbox': (37, 69, 166, 166), 'score': [0.8671585917472839], 'center': (120, 152)}]",277,277,LCC_FASD
2384.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_CLUNKNOWN_AZ3Z012S_id51_s0_60.png,0,"[{'id': 0, 'bbox': (58, 99, 300, 300), 'score': [0.8954793810844421], 'center': (208, 249)}]",447,447,LCC_FASD
1026.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4102.png,0,"[{'id': 0, 'bbox': (69, 110, 283, 283), 'score': [0.9097131490707397], 'center': (210, 251)}]",480,480,LCC_FASD
2828.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7564.png,0,"[{'id': 0, 'bbox': (80, 95, 240, 240), 'score': [0.8175409436225891], 'center': (200, 215)}]",387,387,LCC_FASD
1753.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/31.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (72, 220, 373, 373), 'score': [0.8587568998336792], 'center': (258, 406)}]",480,852,liveness-detection-zalo-2022
701.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id62_s0_30.png,1,"[{'id': 0, 'bbox': (156, 235, 510, 510), 'score': [0.9074485898017883], 'center': (411, 490)}]",827,827,LCC_FASD
811.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id73_s0_150.png,1,"[{'id': 0, 'bbox': (101, 91, 249, 249), 'score': [0.9479113817214966], 'center': (225, 215)}]",415,415,LCC_FASD
1535.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/14.mp4/output_0019.jpg,1,"[{'id': 0, 'bbox': (169, 538, 422, 422), 'score': [0.9551059007644653], 'center': (380, 749)}]",1080,1920,liveness-detection-zalo-2022
2161.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/43.mp4/output_0012.jpg,1,"[{'id': 0, 'bbox': (127, 784, 661, 661), 'score': [0.966437816619873], 'center': (457, 1114)}]",1080,1920,liveness-detection-zalo-2022
48.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAGB_GZS4020_id27_s0_60.png,0,"[{'id': 0, 'bbox': (91, 118, 336, 336), 'score': [0.926540732383728], 'center': (259, 286)}]",482,482,LCC_FASD
1087.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_111.png,1,"[{'id': 0, 'bbox': (132, 168, 471, 471), 'score': [0.8942289352416992], 'center': (367, 403)}]",708,708,LCC_FASD
1655.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id45_s1_56.png,0,"[{'id': 0, 'bbox': (24, 57, 172, 172), 'score': [0.8516078591346741], 'center': (110, 143)}]",277,277,LCC_FASD
2824.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2209.png,0,"[{'id': 0, 'bbox': (73, 100, 299, 299), 'score': [0.7494105100631714], 'center': (222, 249)}]",440,440,LCC_FASD
1425.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5378.png,0,"[{'id': 0, 'bbox': (84, 75, 176, 176), 'score': [0.8853967189788818], 'center': (172, 163)}]",274,274,LCC_FASD
1454.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/FT720P_id4_s0_105.png,1,"[{'id': 0, 'bbox': (76, 104, 277, 277), 'score': [0.8858525156974792], 'center': (214, 242)}]",418,418,LCC_FASD
1851.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/341.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (319, 646, 471, 471), 'score': [0.7659714221954346], 'center': (554, 881)}]",1080,1920,liveness-detection-zalo-2022
1715.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/22.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (94, 158, 152, 152), 'score': [0.9289493560791016], 'center': (170, 234)}]",360,480,liveness-detection-zalo-2022
2361.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4412.png,0,"[{'id': 0, 'bbox': (57, 84, 208, 208), 'score': [0.9094149470329285], 'center': (161, 188)}]",329,329,LCC_FASD
2441.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/53.mp4/output_0008.jpg,1,"[{'id': 0, 'bbox': (139, 593, 797, 797), 'score': [0.92812579870224], 'center': (537, 991)}]",1080,1920,liveness-detection-zalo-2022
567.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/28.mp4/output_0032.jpg,0,"[{'id': 0, 'bbox': (76, 632, 801, 801), 'score': [0.877361536026001], 'center': (476, 1032)}]",1080,1920,liveness-detection-zalo-2022
1830.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1210.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (75, 332, 581, 581), 'score': [0.8570871949195862], 'center': (365, 622)}]",720,1280,liveness-detection-zalo-2022
1890.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3064.png,0,"[{'id': 0, 'bbox': (212, 184, 537, 537), 'score': [0.9298291206359863], 'center': (480, 452)}]",820,820,LCC_FASD
2051.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_MBP1314_IPHONE8F_id6_s0_45.png,0,"[{'id': 0, 'bbox': (29, 87, 423, 423), 'score': [0.9013859629631042], 'center': (240, 298)}]",481,481,LCC_FASD
2522.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBP1314_IPHONE8F_id44_s0_120.png,0,"[{'id': 0, 'bbox': (109, 138, 341, 341), 'score': [0.9193935394287109], 'center': (279, 308)}]",552,552,LCC_FASD
314.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1576.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (104, 208, 330, 330), 'score': [0.8922179341316223], 'center': (269, 373)}]",480,854,liveness-detection-zalo-2022
1427.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/109.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (171, 197, 278, 278), 'score': [0.8254801034927368], 'center': (310, 336)}]",720,1280,liveness-detection-zalo-2022
922.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id86_s0_120.png,1,"[{'id': 0, 'bbox': (57, 91, 240, 240), 'score': [0.8976810574531555], 'center': (177, 211)}]",360,360,LCC_FASD
2581.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_1967.png,0,"[{'id': 0, 'bbox': (21, 33, 157, 157), 'score': [0.8933056592941284], 'center': (99, 111)}]",212,212,LCC_FASD
1123.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/5.mp4/output_0010.jpg,0,"[{'id': 0, 'bbox': (-10, 252, 196, 196), 'score': [0.5314856171607971], 'center': (88, 350)}]",480,720,liveness-detection-zalo-2022
2195.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/444.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (202, 398, 305, 305), 'score': [0.8631532192230225], 'center': (354, 550)}]",720,1280,liveness-detection-zalo-2022
2308.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_SSM2433_S4508_id1_s0_120.png,0,"[{'id': 0, 'bbox': (77, 89, 227, 227), 'score': [0.9452925324440002], 'center': (190, 202)}]",375,375,LCC_FASD
533.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/820.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (136, 228, 695, 695), 'score': [0.8137720227241516], 'center': (483, 575)}]",1080,1920,liveness-detection-zalo-2022
353.0,kaggle_datasets/antispoofing-replay-dataset/frames/0001fffbd2--63792b6b19c2d72a00bf9afa/output_0010.jpg,0,"[{'id': 0, 'bbox': (235, 949, 613, 613), 'score': [0.9400221109390259], 'center': (541, 1255)}]",1080,1920,antispoofing-replay-dataset
1892.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id30_s0_15.png,1,"[{'id': 0, 'bbox': (58, 150, 487, 487), 'score': [0.9199790358543396], 'center': (301, 393)}]",749,749,LCC_FASD
911.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/43.mp4/output_0014.jpg,0,"[{'id': 0, 'bbox': (68, 175, 178, 178), 'score': [0.95340895652771], 'center': (157, 264)}]",360,480,liveness-detection-zalo-2022
304.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/759.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (106, 176, 280, 280), 'score': [0.8181561827659607], 'center': (246, 316)}]",480,852,liveness-detection-zalo-2022
940.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1754.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (266, 711, 574, 574), 'score': [0.7652163505554199], 'center': (553, 998)}]",1080,1920,liveness-detection-zalo-2022
260.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1562.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (110, 683, 737, 737), 'score': [0.8617813587188721], 'center': (478, 1051)}]",1080,1920,liveness-detection-zalo-2022
2534.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/9.mp4/output_0015.jpg,1,"[{'id': 0, 'bbox': (268, 824, 627, 627), 'score': [0.9520217180252075], 'center': (581, 1137)}]",1080,1920,liveness-detection-zalo-2022
1005.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_AVC239H_REDMI4X_id51_s0_60.png,0,"[{'id': 0, 'bbox': (39, 70, 173, 173), 'score': [0.8904718160629272], 'center': (125, 156)}]",273,273,LCC_FASD
1808.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/27.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (97, 130, 154, 154), 'score': [0.9203900694847107], 'center': (174, 207)}]",360,480,liveness-detection-zalo-2022
1493.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/13.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (32, 661, 611, 611), 'score': [0.8923258185386658], 'center': (337, 966)}]",864,1920,liveness-detection-zalo-2022
1482.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1101.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (124, 167, 189, 189), 'score': [0.8285539150238037], 'center': (218, 261)}]",480,852,liveness-detection-zalo-2022
1760.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/24.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (184, 450, 425, 425), 'score': [0.9777793884277344], 'center': (396, 662)}]",720,1280,liveness-detection-zalo-2022
1521.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5465.png,0,"[{'id': 0, 'bbox': (37, 53, 144, 144), 'score': [0.8284254670143127], 'center': (109, 125)}]",223,223,LCC_FASD
540.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/821.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (168, 709, 441, 441), 'score': [0.7712357044219971], 'center': (388, 929)}]",720,1280,liveness-detection-zalo-2022
1816.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/332.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (192, 216, 150, 150), 'score': [0.9381564855575562], 'center': (267, 291)}]",480,854,liveness-detection-zalo-2022
1915.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5823.png,0,"[{'id': 0, 'bbox': (106, 136, 326, 326), 'score': [0.9127197265625], 'center': (269, 299)}]",516,516,LCC_FASD
375.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6236.png,0,"[{'id': 0, 'bbox': (107, 98, 259, 259), 'score': [0.9279124736785889], 'center': (236, 227)}]",425,425,LCC_FASD
1009.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_AVC239H_REDMI4X_id56_s1_120.png,0,"[{'id': 0, 'bbox': (45, 73, 174, 174), 'score': [0.8895707130432129], 'center': (132, 160)}]",267,267,LCC_FASD
1895.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id30_s0_49.png,1,"[{'id': 0, 'bbox': (76, 198, 512, 512), 'score': [0.9276425838470459], 'center': (332, 454)}]",829,829,LCC_FASD
1560.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2733.png,0,"[{'id': 0, 'bbox': (65, 68, 209, 209), 'score': [0.9338652491569519], 'center': (169, 172)}]",304,304,LCC_FASD
648.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1668.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (62, 252, 346, 346), 'score': [0.7750433683395386], 'center': (235, 425)}]",480,854,liveness-detection-zalo-2022
1210.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/52.mp4/output_0022.jpg,0,"[{'id': 0, 'bbox': (207, 574, 547, 547), 'score': [0.8980298042297363], 'center': (480, 847)}]",1080,1920,liveness-detection-zalo-2022
2634.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7388.png,0,"[{'id': 0, 'bbox': (79, 90, 207, 207), 'score': [0.8726081252098083], 'center': (182, 193)}]",347,347,LCC_FASD
2386.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/501.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (196, 428, 363, 363), 'score': [0.8763383030891418], 'center': (377, 609)}]",720,1280,liveness-detection-zalo-2022
2336.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1365.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (237, 375, 605, 605), 'score': [0.8060081601142883], 'center': (539, 677)}]",1080,1920,liveness-detection-zalo-2022
179.0,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/PXL_20230324_183909317.mp4/output_0006.jpg,0,"[{'id': 0, 'bbox': (-219, 1005, 2569, 2569), 'score': [0.9142720699310303], 'center': (1065, 2289)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
687.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1681.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (135, 488, 441, 441), 'score': [0.7999299168586731], 'center': (355, 708)}]",720,1280,liveness-detection-zalo-2022
918.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/43.mp4/output_0021.jpg,0,"[{'id': 0, 'bbox': (92, 172, 146, 146), 'score': [0.9406097531318665], 'center': (165, 245)}]",360,480,liveness-detection-zalo-2022
1439.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/218.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (281, 627, 609, 608), 'score': [0.8253272771835327], 'center': (585, 931)}]",1080,1920,liveness-detection-zalo-2022
666.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3775.png,0,"[{'id': 0, 'bbox': (58, 98, 228, 228), 'score': [0.9167490601539612], 'center': (172, 212)}]",370,370,LCC_FASD
1365.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_8.png,1,"[{'id': 0, 'bbox': (39, 70, 189, 189), 'score': [0.9082128405570984], 'center': (133, 164)}]",267,267,LCC_FASD
2011.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1260.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (187, 565, 675, 675), 'score': [0.7612748742103577], 'center': (524, 902)}]",1080,1920,liveness-detection-zalo-2022
2718.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1480.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (130, 168, 261, 261), 'score': [0.8452134132385254], 'center': (260, 298)}]",480,640,liveness-detection-zalo-2022
1662.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id45_s2_60.png,0,"[{'id': 0, 'bbox': (47, 71, 168, 168), 'score': [0.852329671382904], 'center': (131, 155)}]",254,254,LCC_FASD
3794.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBP1314_IPHONE8B_id40_s0_47.png,0,"[{'id': 0, 'bbox': (80, 90, 249, 249), 'score': [0.896446168422699], 'center': (204, 214)}]",400,400,LCC_FASD
2819.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_S198150N_GM5_id56_s1_158.png,0,"[{'id': 0, 'bbox': (84, 140, 446, 446), 'score': [0.8758321404457092], 'center': (307, 363)}]",655,655,LCC_FASD
2014.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1267.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (226, 514, 360, 360), 'score': [0.8199518322944641], 'center': (406, 694)}]",720,1280,liveness-detection-zalo-2022
1144.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1822.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (202, 372, 368, 368), 'score': [0.8779743909835815], 'center': (386, 556)}]",720,1280,liveness-detection-zalo-2022
2453.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_DLE6540_HTCDEYE_id50_s0_30.png,0,"[{'id': 0, 'bbox': (121, 157, 403, 403), 'score': [0.8964745998382568], 'center': (322, 358)}]",642,642,LCC_FASD
2558.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBP1314_IPHONE8F_id47_s0_135.png,0,"[{'id': 0, 'bbox': (96, 152, 358, 358), 'score': [0.8930246233940125], 'center': (275, 331)}]",560,560,LCC_FASD
2596.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_1980.png,0,"[{'id': 0, 'bbox': (38, 49, 130, 130), 'score': [0.8778814673423767], 'center': (103, 114)}]",206,206,LCC_FASD
1689.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1169.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (251, 969, 625, 624), 'score': [0.733115553855896], 'center': (563, 1281)}]",1080,1920,liveness-detection-zalo-2022
167.0,kaggle_datasets/macbook-attacks/attacks/frames/6.MOV/output_0018.jpg,0,"[{'id': 0, 'bbox': (176, 612, 679, 679), 'score': [0.8815379738807678], 'center': (515, 951)}]",1080,1920,macbook-attacks
3114.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_SSM940N_AZ3MZC520TL_id51_s0_113.png,0,"[{'id': 0, 'bbox': (76, 125, 286, 286), 'score': [0.8679579496383667], 'center': (219, 268)}]",434,434,LCC_FASD
2607.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP15AC113UR_GZS5001_id50_s0_61.png,0,"[{'id': 0, 'bbox': (142, 122, 378, 378), 'score': [0.9029560685157776], 'center': (331, 311)}]",596,596,LCC_FASD
897.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_SMG955U_S0_id33_s0_181.png,0,"[{'id': 0, 'bbox': (239, 256, 740, 740), 'score': [0.9293801784515381], 'center': (609, 626)}]",1118,1118,LCC_FASD
112.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAGB_IPHONE7F_id22_s0_15.png,0,"[{'id': 0, 'bbox': (77, 151, 399, 399), 'score': [0.9281575083732605], 'center': (276, 350)}]",652,652,LCC_FASD
2254.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/47.mp4/output_0011.jpg,1,"[{'id': 0, 'bbox': (355, 761, 407, 407), 'score': [0.9709440469741821], 'center': (558, 964)}]",1080,1920,liveness-detection-zalo-2022
1220.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4279.png,0,"[{'id': 0, 'bbox': (202, 256, 660, 660), 'score': [0.9229426383972168], 'center': (532, 586)}]",996,996,LCC_FASD
568.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id49_s0_170.png,1,"[{'id': 0, 'bbox': (7, 145, 333, 333), 'score': [0.9032025933265686], 'center': (173, 311)}]",572,572,LCC_FASD
2386.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_CLUNKNOWN_AZ3Z012S_id51_s0_90.png,0,"[{'id': 0, 'bbox': (65, 106, 294, 294), 'score': [0.9121622443199158], 'center': (212, 253)}]",465,465,LCC_FASD
640.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1667.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (-49, 296, 529, 529), 'score': [0.8593723177909851], 'center': (215, 560)}]",480,852,liveness-detection-zalo-2022
2437.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/53.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (267, 693, 714, 714), 'score': [0.9335534572601318], 'center': (624, 1050)}]",1080,1920,liveness-detection-zalo-2022
191.0,kaggle_datasets/antispoofing-replay-dataset/frames/0001ffba3c--62e07940dc9a541ecee54262/output_0008.jpg,0,"[{'id': 0, 'bbox': (339, 778, 532, 532), 'score': [0.9650524258613586], 'center': (605, 1044)}]",1080,1920,antispoofing-replay-dataset
2076.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/39.mp4/output_0013.jpg,1,"[{'id': 0, 'bbox': (444, 438, 531, 531), 'score': [0.9434325695037842], 'center': (709, 703)}]",1080,1920,liveness-detection-zalo-2022
2143.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6032.png,0,"[{'id': 0, 'bbox': (144, 202, 484, 484), 'score': [0.854699432849884], 'center': (386, 444)}]",815,815,LCC_FASD
2893.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/662.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (97, 446, 498, 498), 'score': [0.8600353598594666], 'center': (346, 695)}]",720,1280,liveness-detection-zalo-2022
953.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_AV425HL_SMJ320F_id56_s0_30.png,0,"[{'id': 0, 'bbox': (65, 102, 229, 229), 'score': [0.9071096181869507], 'center': (179, 216)}]",346,346,LCC_FASD
350.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3486.png,0,"[{'id': 0, 'bbox': (108, 137, 401, 401), 'score': [0.8921266198158264], 'center': (308, 337)}]",590,590,LCC_FASD
2188.0,kaggle_datasets/liveness-detection-zalo-2022/train/frames/440.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (173, 564, 383, 383), 'score': [0.7862753868103027], 'center': (364, 755)}, {'id': 1, 'bbox': (455, -7, 223, 223), 'score': [0.5027121305465698], 'center': (566, 104)}]",720,1280,liveness-detection-zalo-2022
642.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3753.png,0,"[{'id': 0, 'bbox': (156, 164, 407, 407), 'score': [0.9315069913864136], 'center': (359, 367)}]",658,658,LCC_FASD
1094.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4164.png,0,"[{'id': 0, 'bbox': (55, 117, 343, 343), 'score': [0.9171056747436523], 'center': (226, 288)}]",484,484,LCC_FASD
1628.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id101_s0_135.png,1,"[{'id': 0, 'bbox': (205, 218, 509, 509), 'score': [0.9281331896781921], 'center': (459, 472)}]",907,907,LCC_FASD
1.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4987.png,0,"[{'id': 0, 'bbox': (165, 183, 504, 504), 'score': [0.9103204011917114], 'center': (417, 435)}]",754,754,LCC_FASD
2853.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_S300U1A_HUAWEIY3II_id50_s0_15.png,0,"[{'id': 0, 'bbox': (86, 124, 294, 294), 'score': [0.9003300070762634], 'center': (233, 271)}]",471,471,LCC_FASD
437.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id40_s2_75.png,1,"[{'id': 0, 'bbox': (202, 210, 574, 574), 'score': [0.9122575521469116], 'center': (489, 497)}]",953,953,LCC_FASD
2287.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/48.mp4/output_0015.jpg,1,"[{'id': 0, 'bbox': (93, 198, 197, 197), 'score': [0.9086505174636841], 'center': (191, 296)}]",360,480,liveness-detection-zalo-2022
2423.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/52.mp4/output_0028.jpg,1,"[{'id': 0, 'bbox': (84, 118, 149, 149), 'score': [0.9299490451812744], 'center': (158, 192)}]",360,480,liveness-detection-zalo-2022
1906.0,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id31_s0_152.png,1,"[{'id': 0, 'bbox': (101, 143, 317, 317), 'score': [0.7525872588157654], 'center': (259, 301)}]",506,506,LCC_FASD
566.0,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_AEEX2511G323A_IPHONE6SF_id47_s3_75.png,0,"[{'id': 0, 'bbox': (147, 221, 531, 531), 'score': [0.9352503418922424], 'center': (412, 486)}]",814,814,LCC_FASD
1109.0,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/49.mp4/output_0048.jpg,0,"[{'id': 0, 'bbox': (62, 254, 109, 109), 'score': [0.9370140433311462], 'center': (116, 308)}]",360,480,liveness-detection-zalo-2022
